Gender,BirthState,State_Id,TimeInApp,Age,paid_amount,Paid,loan_num,annual_interest_rate_per,loan_rate_salary
0,11,11,20.808653,3.2323372,6.6168413,1,4.8989797,1.686399,0.43182302
1,11,11,20.712315,3.2858753,6.4370794,1,4.7958317,0.6747981,0.43406266
1,11,23,15.524175,3.2892494,6.1962,1,5.0990195,1.686399,0.44590598
1,11,11,20.832666,3.1718745,6.6819205,1,4.582576,1.974081,0.32001948
0,8,7,21.400934,4.1229525,7.4955807,1,3.4641016,1.974081,0.31340054
1,13,14,21.494184,3.4785724,8.023038,1,4.2426405,1.974081,0.5667813
0,13,14,12.649111,3.2093854,1.1442229,1,1.0,2.3795462,0.01691447
1,24,26,9.110434,3.7992582,7.257158,1,2.4494898,2.3795462,0.52860457
0,13,15,15.6205,3.0246065,4.6718,1,6.6332498,2.3795462,0.15654252
0,11,12,16.492422,3.0876143,5.5924783,1,4.358899,2.3795462,0.32620102
1,13,14,20.639767,3.3115568,7.073015,1,5.0,2.3795462,0.5030085
0,13,14,20.76054,3.155791,6.2936964,1,4.582576,2.3795462,0.41334596
1,11,11,20.76054,3.094707,6.656122,1,4.472136,3.0726933,0.44910213
1,11,11,20.832666,3.382451,6.283761,1,2.4494898,3.0726933,0.37916532
0,13,14,21.610184,3.509019,5.8960266,1,3.1622777,3.0726933,0.09262833
0,23,22,21.283796,3.3525305,4.1266503,1,5.0,3.0726933,0.051967524
0,8,7,21.494184,3.5162032,5.1483083,1,4.8989797,3.0726933,0.17219193
0,8,8,15.874508,3.3024316,5.2259617,1,4.0,3.0726933,0.28011066
1,8,15,21.44761,3.8850787,6.285756,1,4.0,3.0726933,0.22441903
1,13,14,20.784609,3.5031846,6.283761,1,2.236068,3.0726933,0.3833252
0,11,11,20.880613,3.3814275,6.83455,1,3.0,1.2809339,0.7858007
0,8,8,11.958261,3.6362524,7.532329,1,1.0,0.50774395,0.5659871
0,13,14,20.68816,3.2273545,6.7213535,1,2.6457512,2.3795462,0.5239104
1,21,22,15.264338,3.3765755,5.270946,1,6.0827627,1.2809339,0.2637124
0,13,14,20.73644,3.516935,6.6845994,1,7.745967,0.50774395,0.46453875
0,13,14,20.832666,3.4629085,7.1680865,1,7.937254,0.50774395,0.56661
0,14,15,21.307276,3.6645615,8.07363,1,7.8740077,0.50774395,0.5637399
0,13,14,20.856653,3.5879202,8.129381,1,7.2111025,0.50774395,0.5319779
0,15,16,20.76054,3.0991607,0.0,0,4.582576,0.43363598,0.3200801
1,13,14,20.904545,3.8403277,6.8241453,1,6.0827627,0.50774395,0.5225473
0,10,12,16.309507,3.2949493,6.961893,1,5.0,0.50774395,0.44197428
0,8,7,20.37155,3.4442892,6.8017945,1,9.746795,1.2809339,0.36630365
1,13,14,20.518284,3.5308998,6.483917,1,5.8309517,0.50774395,0.36067903
1,13,14,20.76054,4.0111713,6.815969,1,5.0990195,0.50774395,0.40571684
0,13,14,20.92845,3.5059006,7.411961,1,7.3484693,1.2809339,0.5635016
1,11,11,20.832666,3.3572142,6.7252135,1,7.0,0.50774395,0.5513676
1,13,14,20.880613,3.455416,7.276577,1,6.928203,0.50774395,0.5217828
0,13,14,20.68816,3.5208292,7.640782,1,7.4161983,0.50774395,0.4674202
0,13,14,20.712315,3.732998,7.5716386,1,4.0,0.50774395,0.5660742
0,13,14,20.904545,3.1529875,6.685936,1,6.78233,0.50774395,0.5309462
0,24,25,21.424286,3.5209913,7.1464176,1,6.8556547,1.2809339,0.32932368
0,21,21,21.400934,3.5819967,6.565462,1,7.071068,1.2809339,0.36239484
1,13,14,20.856653,3.3565464,6.79584,1,5.8309517,0.50774395,0.5120415
1,11,11,20.76054,3.5752714,6.870718,1,6.0,0.50774395,0.52618337
0,14,15,20.832666,3.3515718,7.4443774,1,7.483315,1.2809339,0.46869186
0,11,11,20.92845,3.6920912,4.720639,1,5.477226,1.1267831,0.1564122
0,13,14,20.68816,3.3902316,6.9289293,1,5.5677643,0.50774395,0.48439762
1,14,15,20.832666,3.286285,6.75929,1,6.244998,0.50774395,0.5432801
1,11,11,20.808653,3.2885346,7.099854,1,5.7445626,0.50774395,0.4653534
1,11,11,20.880613,3.1585865,6.9639087,1,6.0,0.50774395,0.40002498
0,13,14,20.880613,3.2386918,6.8806615,1,7.28011,0.50774395,0.44937003
1,16,17,20.808653,3.4044318,0.7275487,1,5.8309517,1.974081,0.013344041
1,11,12,16.583124,3.1959176,6.782589,1,6.6332498,0.50774395,0.5221261
0,8,7,20.832666,3.8341317,7.494986,1,5.3851647,0.50774395,0.5666476
1,13,14,20.880613,3.1913126,6.5472302,1,3.8729835,0.50774395,0.46415636
0,13,14,20.880613,3.3487866,7.3465586,1,4.1231055,0.50774395,0.47318307
0,13,14,20.904545,3.2586756,6.7605305,1,7.1414285,0.50774395,0.5039158
1,8,7,20.880613,3.7724855,7.1190853,1,8.124039,1.2809339,0.30185086
1,14,16,12.0,3.4592123,5.3602586,1,3.1622777,0.50774395,0.34137675
1,14,16,15.684387,3.6613302,6.7555594,1,5.0990195,1.2809339,0.42429566
0,13,14,20.880613,3.300112,7.589108,1,6.8556547,0.50774395,0.4886976
1,8,15,20.712315,3.4166377,7.224972,1,3.8729835,0.50774395,0.53592104
1,13,15,16.217276,3.1110635,6.926832,1,6.0,0.50774395,0.59630626
0,8,7,20.856653,3.4408743,7.409373,1,8.306623,1.2809339,0.3632616
0,8,7,20.73644,3.760133,6.8784604,1,6.708204,0.50774395,0.48186404
0,13,14,20.76054,3.543169,7.503273,1,3.7416575,0.50774395,0.4433881
0,8,16,14.422205,3.6112692,6.445593,1,8.306623,1.2809339,0.47114295
1,11,12,9.69536,3.399782,6.9194565,1,6.0,0.50774395,0.50042844
1,8,7,20.73644,3.6472301,7.5622344,1,6.6332498,1.2809339,0.5087519
1,13,14,20.92845,3.2072825,7.0417004,1,7.28011,0.50774395,0.5652898
0,8,8,15.937377,3.3024316,6.5270805,1,4.0,0.50774395,0.5379183
1,13,14,20.832666,3.080471,6.939341,1,5.7445626,0.50774395,0.4131079
1,11,11,20.832666,3.7235222,6.983938,1,7.3484693,0.50774395,0.7287223
0,13,15,12.206555,3.5889797,6.758048,1,3.6055512,0.50774395,0.56812286
1,13,14,20.784609,3.8124712,6.6197,1,5.196152,0.50774395,0.46415323
1,8,7,21.494184,3.985454,6.9120264,1,5.8309517,0.50774395,0.4716679
1,12,14,19.157244,3.5004613,7.2358136,1,6.8556547,0.50774395,0.5500085
1,13,14,20.904545,3.1999435,6.6197,1,4.582576,0.5877867,0.46429953
1,13,14,20.712315,3.3518596,7.157307,1,7.071068,0.50774395,0.51401305
1,13,14,20.904545,3.3486905,6.699205,1,7.81025,0.50774395,0.4549975
0,13,14,20.92845,3.3309326,0.0,0,8.485281,0.50774395,0.34822553
0,13,14,20.92845,3.3309326,5.7054143,1,8.485281,0.5877867,0.3476051
1,13,14,16.40122,3.2235467,6.5729675,0,1.0,-0.5382246,0.48856977
0,19,18,21.047565,3.8017068,8.459581,1,7.8740077,0.5877867,0.60716677
1,13,14,20.832666,3.6080835,6.7530646,1,6.4807405,0.5877867,0.48420987
1,13,14,20.92845,3.3429997,6.736706,1,7.6811457,0.5877867,0.4515978
1,11,11,20.880613,3.2689364,7.0900936,1,4.8989797,0.5877867,0.4985241
0,8,8,15.297058,3.932644,6.778944,1,7.071068,1.2809339,0.48821384
0,8,7,10.723805,3.5162032,7.352749,1,5.2915025,0.5877867,0.56679225
0,13,14,21.189621,3.2758913,7.348626,1,7.4161983,0.5877867,0.529614
0,8,7,20.68816,3.8648496,6.9779716,1,6.0827627,1.4632554,0.46516627
0,13,14,20.832666,3.8162143,7.374441,1,6.928203,0.5877867,0.5565709
1,11,11,20.904545,3.3232667,7.39107,1,5.656854,0.5877867,0.49821305
0,11,11,20.856653,3.5364156,6.62255,1,6.8556547,0.5877867,0.4894174
1,13,14,21.540659,3.3939157,7.5340466,1,8.602325,1.4632554,0.4201714
0,8,8,14.59452,3.6644914,6.2936964,1,8.062258,1.4632554,0.3353179
1,13,14,21.517435,3.2961664,7.4848237,1,6.0827627,0.5877867,0.56612897
1,8,7,20.445047,3.3796575,7.4586587,1,4.0,0.5877867,0.56667346
1,13,14,20.712315,3.3515718,6.5160747,1,4.1231055,0.5877867,0.55684566
0,14,16,11.090536,3.52374,7.3804617,1,6.0827627,0.5877867,0.5554176
1,18,19,20.68816,3.699094,7.14726,1,5.8309517,1.4632554,0.42608008
0,11,11,20.248457,3.5031023,6.7174783,1,3.3166249,0.5877867,0.5488487
0,11,11,20.952328,3.2323372,7.158973,1,4.8989797,0.5877867,0.56643474
0,8,7,20.880613,4.074435,6.66979,1,8.124039,0.5877867,0.5545612
1,11,11,20.880613,3.329659,4.7762623,1,6.78233,1.2809339,0.19315639
0,13,14,20.76054,3.0702312,6.7070704,1,6.244998,0.6747981,0.54266685
1,8,7,20.784609,3.2783709,7.176293,1,5.0990195,0.6747981,0.56598216
1,11,11,20.832666,3.094707,6.656122,1,4.472136,0.6747981,0.44910213
0,13,14,20.952328,3.3267138,6.9859195,1,5.3851647,0.6747981,0.43884432
1,13,15,10.770329,3.142404,6.861795,1,6.4031243,0.6747981,0.6182375
0,13,14,20.73644,3.2273545,6.770388,1,2.6457512,0.6747981,0.5369295
0,8,8,13.856406,3.8764915,6.040921,1,8.6602545,1.686399,0.31528258
0,13,14,21.679483,3.509019,4.9794884,1,3.1622777,0.6747981,0.058454707
0,8,8,13.856406,3.6382704,7.5346184,1,7.3484693,1.686399,0.44278285
0,13,14,20.784609,3.1303923,6.092983,1,5.196152,0.6747981,0.2520991
1,8,8,11.090536,3.9197412,7.478198,1,3.8729835,0.6747981,0.5668612
0,13,14,19.77372,3.5396788,8.04797,1,6.164414,0.6747981,0.58475864
1,13,14,20.976177,3.9084299,7.3956785,1,6.4807405,0.6747981,0.52944136
1,13,14,20.952328,3.3948345,6.621126,1,6.0,0.7701082,0.35701483
0,23,22,21.377558,3.3525305,4.4485164,1,5.0,0.7701082,0.061178982
1,13,14,20.952328,3.2766151,7.2495847,1,7.6811457,0.7701082,0.5315509
1,11,23,15.779734,3.2892494,5.2654324,1,5.0990195,1.974081,0.2795424
1,13,14,14.6969385,3.548539,6.992813,1,4.582576,0.7701082,0.51019496
1,6,8,20.784609,4.202002,6.066062,1,3.7416575,0.7701082,0.34166718
1,13,14,21.0,3.309158,7.1820025,1,2.6457512,0.7701082,0.5444054
1,16,17,20.880613,3.4044318,7.5655656,1,5.8309517,0.87546873,0.56666267
0,8,8,15.198684,3.7210066,4.7110605,1,5.0,0.87546873,0.16585909
0,8,8,12.0415945,3.8033564,7.3804617,1,3.3166249,0.87546873,0.64055276
0,13,14,21.656408,3.4802604,7.900859,1,6.708204,0.87546873,0.5726492
1,8,7,21.095022,4.1091557,6.297643,1,6.708204,2.3795462,0.21148986
1,7,6,18.330303,3.0761855,5.509429,1,4.582576,0.87546873,0.35111943
1,13,14,20.248457,3.214898,7.111259,1,6.4807405,0.87546873,0.5664093
1,13,14,21.0,3.222456,6.4197993,1,7.28011,0.87546873,0.49569964
0,8,7,21.610184,3.7308998,7.3500023,1,3.4641016,2.3795462,0.43165755
1,11,11,20.808653,3.192325,5.7906632,1,4.7958317,0.87546873,0.36941835
1,13,14,21.023796,3.4858103,7.0132318,1,4.2426405,0.9932518,0.50063056
0,8,7,20.856653,3.1594005,6.9789686,1,4.0,0.9932518,0.4488017
1,8,7,20.92845,3.9631245,6.8368497,1,6.0827627,3.0726933,0.3555725
0,30,30,21.118711,3.9381003,7.3857827,1,7.6811457,3.0726933,0.50067866
1,13,14,20.976177,3.2757878,7.158973,1,6.5574384,0.9932518,0.5849931
1,30,31,10.908712,3.4509106,6.061084,1,4.8989797,1.974081,0.19956045
0,11,11,21.023796,3.3814275,6.9547725,0,3.0,-1.7793369,0.8345356
0,8,7,21.047565,3.326517,1.8484548,1,2.4494898,0.9932518,0.022083098
0,14,12,16.7332,3.204842,6.654745,1,4.358899,0.9932518,0.67975235
1,13,14,20.976177,3.9591625,4.036362,1,1.4142135,0.9932518,0.11834344
0,8,8,18.330303,3.6256633,6.479001,1,5.5677643,3.0726933,0.2952294
0,13,14,21.023796,3.131349,6.467435,1,4.690416,1.1267831,0.40696308
0,8,7,20.297783,3.3991418,7.4866247,1,7.1414285,3.0726933,0.5666267
1,13,14,20.024984,3.5823014,6.699205,1,6.78233,1.1267831,0.57108855
1,13,14,20.856653,3.3115568,7.073015,1,5.0,1.1267831,0.5030085
1,13,14,21.0,3.6710625,6.3171287,1,6.3245554,1.1267831,0.37933153
0,8,8,11.0,3.2577279,7.532902,1,6.4031243,1.1267831,0.5661493
1,13,14,21.679483,3.3939157,7.5346184,1,8.602325,1.2809339,0.4202916
0,8,7,20.542639,3.4442892,6.8017945,1,9.746795,1.2809339,0.36630365
0,21,22,14.73092,3.7865512,5.3899846,1,3.6055512,1.2809339,0.23035893
0,8,8,14.035668,3.8764915,6.040921,1,8.6602545,1.2809339,0.31528258
1,13,14,20.904545,3.165195,7.211638,1,7.1414285,1.2809339,0.4554746
0,8,7,20.856653,3.8648496,6.9759746,1,6.0827627,1.2809339,0.46470162
1,8,7,21.047565,3.7724855,7.0266223,1,8.124039,1.2809339,0.28820217
1,21,22,15.491934,3.3765755,5.539301,1,6.0827627,1.2809339,0.3017636
0,14,15,21.0,3.3515718,7.4443774,1,7.483315,1.2809339,0.46869186
0,8,7,20.34699,3.3991418,7.4866247,1,7.1414285,3.0726933,0.5666267
0,11,11,21.0,3.2050643,6.421541,1,6.78233,1.2809339,0.38982856
0,13,14,21.0,3.4180744,7.3595757,1,5.0990195,1.2809339,0.53450423
1,11,11,21.071308,3.8768888,6.4405,1,6.6332498,1.2809339,0.4569581
1,11,11,21.0,3.3689702,6.553349,1,5.3851647,1.2809339,0.4069699
0,11,11,21.095022,3.6920912,6.9215693,1,5.477226,1.2809339,0.47198212
1,23,23,15.905973,3.3064528,6.8194814,1,4.358899,1.2809339,0.5508583
0,29,28,21.0,4.1602936,6.961893,1,2.236068,1.2809339,0.44135183
1,13,15,10.246951,3.1058044,7.065733,1,2.0,1.2809339,0.5720618
1,11,11,21.095022,3.1718745,6.7252135,1,4.582576,1.4632554,0.32703105
1,8,7,21.189621,4.1091557,8.055466,1,6.708204,1.4632554,0.5097145
0,11,11,21.023796,3.1723337,6.9859195,1,5.477226,1.4632554,0.3859508
0,14,15,20.952328,3.2652838,6.5487633,1,4.358899,1.4632554,0.45131317
1,14,16,15.937377,3.6613302,6.805357,1,5.0990195,1.4632554,0.43500507
1,8,7,21.0,3.9631245,6.3531694,1,6.0827627,1.4632554,0.27909565
0,13,14,21.071308,3.5871627,6.777726,1,5.477226,1.4632554,0.44795734
1,13,14,21.071308,3.3511882,6.7096825,1,5.7445626,1.4632554,0.40440342
0,29,29,12.247449,4.0253515,7.532329,1,4.472136,1.4632554,0.5659871
1,30,31,11.045361,3.4509106,7.451857,1,4.8989797,3.0726933,0.40036666
0,11,11,21.023796,3.3219833,6.765477,1,6.0827627,1.4632554,0.31314236
1,18,19,20.856653,3.699094,7.1430407,1,5.8309517,1.4632554,0.42518142
0,8,7,21.047565,3.4408743,8.234618,1,8.306623,1.4632554,0.54889995
0,11,11,21.023796,3.3377626,6.4232793,1,3.4641016,1.4632554,0.4952042
1,11,11,20.59126,3.2240915,6.9215693,1,2.0,1.4632554,0.5144392
0,13,14,21.095022,3.3559737,6.2936964,1,5.477226,1.4632554,0.40816143
1,8,15,12.845233,3.6869612,5.036628,1,1.7320508,1.4632554,0.21754317
0,30,30,21.213203,3.9381003,7.4462523,1,7.6811457,1.4632554,0.51605713
1,13,15,11.661903,3.1222231,6.281762,1,6.244998,1.686399,0.41933978
1,11,11,21.047565,3.329659,6.808907,1,6.78233,1.686399,0.53566116
0,11,11,21.047565,3.1996086,6.9547725,1,4.1231055,1.686399,0.31436312
0,11,12,12.489996,3.4136677,6.061084,1,5.656854,1.686399,0.3505689
1,13,14,21.071308,3.1636915,6.2656245,1,5.5677643,1.686399,0.40259096
1,8,7,21.047565,3.5323417,6.9779716,1,4.472136,1.686399,0.3946902
1,11,11,21.071308,3.0657742,5.365275,1,5.3851647,1.686399,0.25787583
1,30,31,11.090536,3.4509106,7.9701185,1,4.8989797,1.686399,0.5188573
0,8,7,20.396078,3.3991418,7.4866247,1,7.1414285,1.686399,0.5666267
1,11,23,16.0,3.2892494,5.7540317,1,5.0990195,1.974081,0.35725734
0,13,14,20.952328,3.1447659,5.8132944,1,4.0,1.974081,0.3123151
1,31,31,21.095022,3.977639,8.851438,1,8.485281,1.974081,0.5248334
1,13,14,20.976177,3.3331819,6.470753,1,5.656854,1.974081,0.28807455
1,13,14,21.118711,3.3459938,6.297643,1,5.0,2.3795462,0.3154469
0,13,14,20.952328,3.292612,6.185241,1,4.8989797,2.3795462,0.43364328
0,13,14,21.118711,3.1813567,5.5924783,1,1.4142135,2.3795462,0.27723688
1,8,7,21.931713,4.0408754,9.215104,1,3.3166249,2.3795462,0.5045597
0,11,11,21.095022,3.5995882,6.066062,1,3.8729835,2.3795462,0.34200668
1,11,11,21.095022,3.2858753,6.4871664,1,4.7958317,2.3795462,0.4450878
1,13,14,21.16601,4.242867,6.0685415,1,5.7445626,2.3795462,0.37139735
0,8,16,14.8323965,3.6112692,6.44729,1,8.306623,3.0726933,0.47154355
0,8,8,14.21267,3.6472301,6.040921,1,3.1622777,3.0726933,0.3115148
0,8,8,15.684387,3.932644,6.778944,1,7.071068,3.0726933,0.48821384
0,8,7,20.784609,3.682838,7.3956785,1,2.0,0.9932518,0.4152109
1,13,15,9.219544,3.217972,5.3899846,1,4.472136,0.43363598,0.26133162
1,13,15,11.313708,3.142404,6.7493105,1,6.4031243,0.43363598,0.58438957
1,13,14,21.095022,4.0111713,6.722642,1,5.0990195,0.50774395,0.3871988
0,14,15,21.16601,3.3515718,7.4443774,1,7.483315,0.50774395,0.46869186
0,8,7,21.189621,3.4408743,7.463581,1,8.306623,0.7701082,0.37324813
1,14,16,12.529964,3.4592123,5.3602586,1,3.1622777,0.50774395,0.34137675
1,13,14,21.16601,3.3565464,6.7946424,1,5.8309517,0.50774395,0.5117347
1,8,7,20.76054,3.3796575,7.4586587,1,4.0,0.50774395,0.56667346
0,14,15,21.633308,3.6645615,8.07363,1,7.8740077,0.50774395,0.5637399
1,13,14,21.095022,3.8124712,6.5456944,1,5.196152,0.50774395,0.44726923
0,8,7,21.047565,3.760133,6.8784604,1,6.708204,0.50774395,0.48186404
1,21,22,15.716233,3.3765755,5.750634,1,6.0827627,1.686399,0.33552158
0,8,8,11.313708,3.2577279,7.532902,1,6.4031243,0.50774395,0.5661493
0,8,8,14.282857,3.8764915,6.040921,1,8.6602545,0.50774395,0.31528258
1,11,12,16.970562,3.1959176,6.8112664,1,6.6332498,0.50774395,0.5296752
0,8,7,21.16601,4.074435,6.2996106,1,8.124039,0.50774395,0.46072578
0,14,16,11.661903,3.52374,7.386446,1,6.0827627,0.50774395,0.5570831
0,8,7,11.269427,3.5162032,7.3520627,1,5.2915025,0.50774395,0.56659776
0,13,14,21.16601,3.4629085,7.1680865,1,7.937254,0.50774395,0.56661
0,11,11,21.16601,3.3377626,6.4232793,1,3.4641016,0.50774395,0.4952042
0,8,16,14.899665,3.6112692,6.44729,1,8.306623,0.7701082,0.47154355
1,13,15,10.535654,3.1058044,7.040764,1,2.0,0.50774395,0.5649582
0,9,10,21.189621,4.2381754,6.2156076,1,3.3166249,0.50774395,0.3772063
1,13,14,21.213203,3.1999435,6.554873,1,4.582576,0.50774395,0.44947124
0,8,7,20.493902,3.3991418,7.4866247,1,7.1414285,1.974081,0.5666267
1,13,14,21.189621,3.455416,7.275837,1,6.928203,0.7701082,0.5215896
1,11,11,21.16601,3.3572142,6.66979,1,7.0,0.50774395,0.5362795
0,8,7,15.524175,3.7319493,7.158973,1,6.4031243,0.50774395,0.65414685
0,13,14,21.047565,3.732998,7.5716386,1,4.0,0.50774395,0.5660742
1,14,15,20.76054,3.4527326,6.2996106,1,6.5574384,0.50774395,0.46161568
1,11,11,21.213203,3.2597275,6.450676,1,6.244998,0.50774395,0.44986597
0,13,14,21.236761,3.1529875,6.688604,1,6.78233,0.50774395,0.5316558
1,26,26,21.817425,4.002055,7.108637,1,5.2915025,0.50774395,0.5538966
1,11,11,21.213203,3.3232667,6.3171287,1,5.656854,0.43363598,0.29104042
0,8,7,21.16601,3.8341317,7.494986,1,5.3851647,0.50774395,0.5666476
0,8,8,16.124516,3.7144232,6.890497,1,6.0,0.50774395,0.535997
0,23,22,20.34699,3.48144,6.7341633,1,7.937254,0.50774395,0.5818149
1,16,17,21.142374,3.4044318,7.5655656,1,5.8309517,0.50774395,0.56666267
0,13,14,21.189621,3.5879202,8.137545,1,7.2111025,0.50774395,0.5341544
1,8,7,21.213203,3.7724855,6.743022,1,8.124039,0.87546873,0.2500639
0,11,11,20.566963,3.5031023,6.6296406,1,3.3166249,0.50774395,0.52523637
1,12,14,19.51922,3.5004613,7.2381234,1,6.8556547,0.50774395,0.55064446
0,11,11,21.236761,3.6920912,6.9215693,1,5.477226,0.50774395,0.47198212
1,11,11,21.16601,3.5998125,6.685936,1,6.708204,0.50774395,0.36875463
0,10,12,16.7332,3.2949493,7.1803746,1,5.0,0.50774395,0.4930376
0,13,14,21.023796,3.5208292,7.2661705,1,7.4161983,0.50774395,0.38753802
1,13,14,21.213203,3.4209418,6.4370794,1,6.244998,0.50774395,0.33757362
1,13,15,16.643316,3.1110635,6.6684313,1,6.0,0.50774395,0.52395684
1,11,11,21.16601,3.329659,6.8584285,1,6.78233,0.50774395,0.54910475
1,11,11,21.16601,3.7235222,6.4092865,1,7.3484693,0.50774395,0.5465394
0,14,15,21.189621,3.5681145,6.9517055,1,3.7416575,0.50774395,0.46627006
0,13,14,21.213203,3.2386918,6.8817606,1,7.28011,0.50774395,0.44961724
0,11,11,21.16601,3.2083898,5.172811,1,6.4031243,0.50774395,0.18128806
1,13,14,21.84033,3.3939157,7.5346184,1,8.602325,0.50774395,0.4202916
1,7,6,18.601076,3.0761855,4.681761,1,4.582576,1.686399,0.23152035
0,11,11,21.189621,3.2396576,6.808907,1,4.582576,0.50774395,0.42190278
0,8,8,15.033297,3.6644914,6.559431,1,8.062258,0.50774395,0.38304877
0,13,14,21.213203,3.3487866,6.708377,0,4.1231055,-2.4203682,0.3438149
0,13,14,21.0,3.4158285,7.0025926,1,3.6055512,0.50774395,0.5093503
0,11,12,17.0,3.2577279,5.733471,1,5.5677643,0.50774395,0.6853142
0,13,14,21.095022,3.516935,6.6125383,1,7.745967,0.50774395,0.4480782
1,6,8,21.236761,3.5809298,7.552741,1,8.888194,0.50774395,0.43714005
1,11,11,21.189621,3.2689364,7.017076,1,4.8989797,0.50774395,0.48063666
0,13,14,21.023796,3.3902316,6.9937954,1,5.5677643,0.50774395,0.500381
1,13,15,13.0,3.5728147,6.6296406,1,3.7416575,0.50774395,0.5362857
0,13,14,21.213203,3.300112,7.7216988,1,6.8556547,0.50774395,0.5222104
1,13,14,21.236761,3.3486905,6.699205,1,7.81025,0.50774395,0.4549975
1,13,14,21.260292,3.2072825,6.862915,1,7.28011,0.50774395,0.5169055
1,13,14,21.817425,3.2961664,7.4848237,1,6.0827627,0.50774395,0.56612897
1,30,31,11.313708,3.4509106,6.7530646,1,4.8989797,1.974081,0.28222108
1,14,15,21.16601,3.286285,6.6805787,1,6.244998,0.50774395,0.52228934
0,11,11,21.071308,3.2583597,7.190902,1,5.0,0.50774395,0.5248644
0,8,7,20.712315,3.4442892,7.5340466,1,9.746795,2.3795462,0.52841264
0,11,11,21.16601,3.2050643,6.6464424,1,6.78233,0.50774395,0.4362964
1,13,14,21.16601,3.080471,6.4267473,1,5.7445626,0.50774395,0.3196054
1,13,14,21.236761,3.1913126,6.736706,0,3.8729835,-2.4203682,0.51034313
1,13,14,21.236761,3.3948345,6.7568045,1,6.0,0.50774395,0.3821072
1,13,14,21.260292,3.3429997,6.8183117,1,7.6811457,0.50774395,0.47042733
1,13,14,21.071308,3.9583263,6.3789015,1,6.0,0.50774395,0.4444883
0,30,30,21.330729,3.9381003,7.658105,1,7.6811457,0.50774395,0.5737532
0,19,18,21.377558,3.8017068,8.481989,1,7.8740077,0.50774395,0.6140091
1,13,14,20.493902,3.214898,7.111259,1,6.4807405,0.50774395,0.5664093
1,13,14,21.047565,3.3115568,7.073015,1,5.0,1.974081,0.5030085
0,8,8,10.0,3.5148194,6.7530646,1,6.4031243,0.50774395,0.467179
0,20,21,12.529964,3.3289726,6.7493105,1,8.185352,0.5877867,0.42273515
0,13,16,21.679483,3.3661387,7.329868,1,3.8729835,0.5877867,0.43894267
1,31,31,21.213203,3.977639,8.851438,1,8.485281,0.5877867,0.5248334
0,13,14,21.236761,3.5871627,6.7642426,1,5.477226,0.5877867,0.44494405
1,11,11,21.260292,3.1718745,6.6845994,1,4.582576,0.5877867,0.32044894
1,13,14,21.260292,3.9084299,7.355488,1,6.4807405,0.5877867,0.5189016
0,13,14,21.931713,3.4439394,7.6226344,1,4.7958317,0.5877867,0.49543038
1,13,14,21.047565,3.3518596,7.156473,1,7.071068,0.5877867,0.5137986
1,8,7,21.118711,3.2783709,7.176293,1,5.0990195,0.5877867,0.56598216
0,13,15,16.186415,3.0246065,5.196783,1,6.6332498,0.6747981,0.20392329
1,13,14,21.047565,3.3515718,6.297643,1,4.1231055,0.5877867,0.4991424
0,8,8,15.748015,3.932644,6.778944,1,7.071068,0.5877867,0.48821384
1,13,14,21.260292,3.222456,6.4110465,1,7.28011,0.5877867,0.49353135
0,13,14,21.260292,3.2586756,6.6724887,1,7.1414285,0.5877867,0.48218834
0,13,14,21.189621,3.8162143,7.374441,1,6.928203,0.5877867,0.5565709
0,13,15,12.806249,3.5889797,6.763007,1,3.6055512,0.5877867,0.5695349
0,13,14,21.283796,3.3309326,3.0081549,1,8.485281,0.5877867,0.088127285
1,13,14,21.236761,3.2766151,7.251104,1,7.6811457,0.5877867,0.5319551
1,11,11,21.213203,3.2036197,6.3789015,1,4.690416,0.5877867,0.50856024
1,13,14,21.236761,3.1636915,6.2656245,1,5.5677643,0.5877867,0.40259096
0,13,14,21.260292,3.2033973,7.338251,1,5.5677643,0.5877867,0.40729776
1,5,6,21.16601,3.7482712,7.449992,1,3.0,0.5877867,0.5195144
1,11,11,21.540659,4.165662,8.102544,1,4.0,0.5877867,0.40421674
1,11,11,21.142374,3.5752714,6.647831,1,6.0,0.6747981,0.47063208
1,8,7,21.84033,3.985454,6.9859195,1,5.8309517,0.6747981,0.4894377
0,8,8,14.3527,3.6472301,6.040921,1,3.1622777,0.6747981,0.3115148
0,13,14,21.095022,3.0702312,6.4022155,1,6.244998,0.6747981,0.46584374
1,13,14,21.189621,3.6080835,6.590754,1,6.4807405,0.6747981,0.44642007
1,13,14,15.132746,3.548539,6.992813,1,4.582576,0.6747981,0.51019496
1,13,15,12.0,3.1222231,6.8136206,1,6.244998,0.6747981,0.5473
0,8,7,21.071308,3.8648496,6.9779716,1,6.0827627,0.6747981,0.46516627
1,13,14,21.307276,3.4949093,6.645052,1,5.0990195,0.6747981,0.5650884
1,8,7,21.236761,4.0452943,7.109512,1,5.2915025,0.6747981,0.49362975
1,13,14,21.236761,3.6710625,5.3850913,1,6.3245554,0.6747981,0.21694803
1,11,12,10.488089,3.399782,6.9257817,1,6.0,0.6747981,0.5404771
0,11,11,21.86321,3.75438,8.877585,1,7.745967,1.686399,0.565669
0,11,11,21.213203,3.5364156,6.621126,1,6.8556547,0.6747981,0.48892507
1,8,7,21.213203,3.5323417,7.469694,1,4.472136,0.6747981,0.5044915
1,13,14,21.283796,3.4858103,6.283761,1,4.2426405,0.6747981,0.3247458
